Commit_SHA,Parent_SHA,File_Path,File_Name,Tool,Status,Before_Security_Smell_Count,After_Security_Smell_Count,Before_Security_Smell_Density,After_Security_Smell_Density,Before_Security_Smell_Summary,After_Security_Smell_Summary,Before_HARDCODED_CREDENTIALS,Before_INSECURE_URLS,Before_WILDCARD_USAGE,Before_HARDCODED_PATHS_AND_URLS,Before_DEPRECATED_DEPENDENCIES,Before_OUTDATED_DEPENDENCIES,After_HARDCODED_CREDENTIALS,After_INSECURE_URLS,After_WILDCARD_USAGE,After_HARDCODED_PATHS_AND_URLS,After_DEPRECATED_DEPENDENCIES,After_OUTDATED_DEPENDENCIES
3c3cbe3527bf79593c7b67e38f718e46e3b02528,6231655f961637701adc4672be2eed08e4cacef1,__COMMIT_TOTAL__,__COMMIT_TOTAL__,ALL,SUMMARY,7,18,0.0347,0.0426,HARDCODED_PATHS_AND_URLS;INSECURE_URLS;WILDCARD_USAGE,HARDCODED_CREDENTIALS;HARDCODED_PATHS_AND_URLS;INSECURE_URLS;WILDCARD_USAGE,0,1,1,1,0,0,1,1,1,1,0,0
f2d9fa675e97ef4c07163448296929a9a5bae8b9,0fd9cb780e5ac06daa74383abb30f7a745fd77f3,build.xml,build.xml,Ant,modified,21,18,0.1214,0.1,HARDCODED_CREDENTIALS;HARDCODED_PATHS_AND_URLS;INSECURE_URLS;WILDCARD_USAGE,HARDCODED_CREDENTIALS;HARDCODED_PATHS_AND_URLS;INSECURE_URLS;WILDCARD_USAGE,1,1,1,1,0,0,1,1,1,1,0,0
f2d9fa675e97ef4c07163448296929a9a5bae8b9,0fd9cb780e5ac06daa74383abb30f7a745fd77f3,__COMMIT_TOTAL__,__COMMIT_TOTAL__,ALL,SUMMARY,21,18,0.1214,0.1,HARDCODED_CREDENTIALS;HARDCODED_PATHS_AND_URLS;INSECURE_URLS;WILDCARD_USAGE,HARDCODED_CREDENTIALS;HARDCODED_PATHS_AND_URLS;INSECURE_URLS;WILDCARD_USAGE,1,1,1,1,0,0,1,1,1,1,0,0
208e81c971f0a92d9cc17ca07ef2aad926a53863,549742cab6f4be56ccadcb258c380f9363bb066e,build.xml,build.xml,Ant,modified,36,36,0.0755,0.0795,WILDCARD_USAGE,WILDCARD_USAGE,0,0,1,0,0,0,0,0,1,0,0,0
208e81c971f0a92d9cc17ca07ef2aad926a53863,549742cab6f4be56ccadcb258c380f9363bb066e,__COMMIT_TOTAL__,__COMMIT_TOTAL__,ALL,SUMMARY,36,36,0.0755,0.0795,WILDCARD_USAGE,WILDCARD_USAGE,0,0,1,0,0,0,0,0,1,0,0,0
ae44501eee3ace9fd670d0e0a62d2ca076920c8b,7ae55f5a9ffb3e40b3f08382fa5f74c9693e06e9,build.xml,build.xml,Ant,modified,4,13,0.0286,0.0591,HARDCODED_PATHS_AND_URLS;INSECURE_URLS;WILDCARD_USAGE,HARDCODED_PATHS_AND_URLS;INSECURE_URLS;WILDCARD_USAGE,0,1,1,1,0,0,0,1,1,1,0,0
ae44501eee3ace9fd670d0e0a62d2ca076920c8b,7ae55f5a9ffb3e40b3f08382fa5f74c9693e06e9,__COMMIT_TOTAL__,__COMMIT_TOTAL__,ALL,SUMMARY,4,13,0.0286,0.0591,HARDCODED_PATHS_AND_URLS;INSECURE_URLS;WILDCARD_USAGE,HARDCODED_PATHS_AND_URLS;INSECURE_URLS;WILDCARD_USAGE,0,1,1,1,0,0,0,1,1,1,0,0
68ce18ab2b2bec4f866dc2306a79e69b38907742,485bb8e33ede789c578512250e5932f095d3466a,build.xml,build.xml,Ant,modified,11,11,0.125,0.1158,HARDCODED_PATHS_AND_URLS;INSECURE_URLS;WILDCARD_USAGE,HARDCODED_PATHS_AND_URLS;INSECURE_URLS;WILDCARD_USAGE,0,1,1,1,0,0,0,1,1,1,0,0
68ce18ab2b2bec4f866dc2306a79e69b38907742,485bb8e33ede789c578512250e5932f095d3466a,__COMMIT_TOTAL__,__COMMIT_TOTAL__,ALL,SUMMARY,11,11,0.125,0.1158,HARDCODED_PATHS_AND_URLS;INSECURE_URLS;WILDCARD_USAGE,HARDCODED_PATHS_AND_URLS;INSECURE_URLS;WILDCARD_USAGE,0,1,1,1,0,0,0,1,1,1,0,0
3fb402dd59c6363f096717a9d2f27b5559886a97,117dc3182e481c725db167aacbe22f9f86d61a66,build.xml,build.xml,Ant,modified,50,50,0.0391,0.0391,HARDCODED_CREDENTIALS;HARDCODED_PATHS_AND_URLS;INSECURE_URLS;WILDCARD_USAGE,HARDCODED_CREDENTIALS;HARDCODED_PATHS_AND_URLS;INSECURE_URLS;WILDCARD_USAGE,1,1,1,1,0,0,1,1,1,1,0,0
3fb402dd59c6363f096717a9d2f27b5559886a97,117dc3182e481c725db167aacbe22f9f86d61a66,__COMMIT_TOTAL__,__COMMIT_TOTAL__,ALL,SUMMARY,50,50,0.0391,0.0391,HARDCODED_CREDENTIALS;HARDCODED_PATHS_AND_URLS;INSECURE_URLS;WILDCARD_USAGE,HARDCODED_CREDENTIALS;HARDCODED_PATHS_AND_URLS;INSECURE_URLS;WILDCARD_USAGE,1,1,1,1,0,0,1,1,1,1,0,0
