Commit_SHA,Parent_SHA,File_Path,File_Name,Tool,Status,Additions,Deletions,Changes,BLOC_Before,BLOC_After,Cyclomatic_Complexity_Before,Cyclomatic_Complexity_After,Normalized_CC_Before,Normalized_CC_After,Halstead_Volume_Before,Halstead_Volume_After,Normalized_HV_Before,Normalized_HV_After,Dependency_Count_Before,Dependency_Count_After,Fixed_Dependency_Count_Before,Fixed_Dependency_Count_After,Dynamic_Dependency_Count_Before,Dynamic_Dependency_Count_After,Snapshot_Dependency_Count_Before,Snapshot_Dependency_Count_After,Unknown_Dependency_Count_Before,Unknown_Dependency_Count_After,DSS_Before,DSS_After,DSS_Delta,Non_Deterministic_Constructs_Before,Non_Deterministic_Constructs_After,Non_Deterministic_Summary_Before,Non_Deterministic_Summary_After,BDS_Before,BDS_After,BDS_Delta,Comment_Ratio_Before,Comment_Ratio_After,Comment_Readability_Before,Comment_Readability_After,Style_Conformance_Score_Before,Style_Conformance_Score_After,Clone_Density_Before,Clone_Density_After,CP_Internal_Before,CP_Internal_After,CP_External_Before,CP_External_After,CP_Total_Before,CP_Total_After,NCP_Internal_Before,NCP_Internal_After,NCP_External_Before,NCP_External_After,Coupling_Ratio_Before,Coupling_Ratio_After,External_Risk_Factors_Before,External_Risk_Factors_After,EDR_Before,EDR_After,EDR_Delta,Build_Cohesion_Before,Build_Cohesion_After,Build_Modularity_Before,Build_Modularity_After,Churn_Before,Churn_After,Change_Frequency_Before,Change_Frequency_After,Avg_Logical_LOC_Before,Avg_Logical_LOC_After,Normalized_Churn_Before,Normalized_Churn_After,Normalized_Change_Frequency_Before,Normalized_Change_Frequency_After,Observation_Window_Days,Reliability_Issues_Before,Reliability_Issues_After,RE_Before,RE_After,RE_Delta,RM_Before,RM_After,RM_Delta,Before_Smell_Count,After_Smell_Count,Before_Smell_Density,After_Smell_Density,Before_Smell_Summary,After_Smell_Summary,Smell_Count_Delta,Smell_Density_Delta,Introduced_Smells,Removed_Smells,Before_Security_Smell_Count,After_Security_Smell_Count,Before_Security_Smell_Density,After_Security_Smell_Density,Before_Security_Smell_Summary,After_Security_Smell_Summary,Security_Smell_Count_Delta,Security_Smell_Density_Delta,Introduced_Security_Smells,Removed_Security_Smells,Before_EMPTY_INCOMPLETE_TAGS,Before_INCONSISTENT_DEPENDENCY_MANAGEMENT,Before_LACK_OF_ERROR_HANDLING,Before_MISSING_DEPENDENCY_VERSION,Before_SUSPICIOUS_COMMENTS,Before_DEPRECATED_DEPENDENCIES,Before_OUTDATED_DEPENDENCIES,After_EMPTY_INCOMPLETE_TAGS,After_INCONSISTENT_DEPENDENCY_MANAGEMENT,After_LACK_OF_ERROR_HANDLING,After_MISSING_DEPENDENCY_VERSION,After_SUSPICIOUS_COMMENTS,After_DEPRECATED_DEPENDENCIES,After_OUTDATED_DEPENDENCIES,Before_HARDCODED_CREDENTIALS,Before_INSECURE_URLS,Before_WILDCARD_USAGE,Before_HARDCODED_PATHS_AND_URLS,After_HARDCODED_CREDENTIALS,After_INSECURE_URLS,After_WILDCARD_USAGE,After_HARDCODED_PATHS_AND_URLS
91ef8961461561a1f569f76a3d5f1603b12a2921,13916c8471abc88f662b0b447b02b5c1443547c5,storio-content-resolver-annotations-processor-test/build.gradle,build.gradle,Gradle,modified,4,20,24,30,16,5,1,0.1667,0.0625,1110.69,721.31,37.023,45.0819,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8,1.0,0.0,0.0,0,0,4,3,4,3,0.0,0.0,0.1333,0.1875,1.0,1.0,4,3,1.0,1.0,0.0,0.0,0.0,0.0,0.0,35,59,1,2,30.0,23.0,1.1667,2.5652,3.3333,8.6957,30,2,0,0.9333,1.0,0.0667,0.3111,0.3333,0.0222,0,0,0.0,0.0,,,0,0.0,0,0,2,0,0.0667,0.0,WILDCARD_USAGE,,-2,-0.0667,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
91ef8961461561a1f569f76a3d5f1603b12a2921,13916c8471abc88f662b0b447b02b5c1443547c5,storio-sqlite-annotations-processor-test/build.gradle,build.gradle,Gradle,modified,3,19,22,30,16,5,1,0.1667,0.0625,1110.69,721.31,37.023,45.0819,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8,1.0,0.0,0.0,0,0,4,3,4,3,0.0,0.0,0.1333,0.1875,1.0,1.0,4,3,1.0,1.0,0.0,0.0,0.0,0.0,0.0,35,57,1,2,30.0,23.0,1.1667,2.4783,3.3333,8.6957,30,2,0,0.9333,1.0,0.0667,0.3111,0.3333,0.0222,0,0,0.0,0.0,,,0,0.0,0,0,2,0,0.0667,0.0,WILDCARD_USAGE,,-2,-0.0667,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
91ef8961461561a1f569f76a3d5f1603b12a2921,13916c8471abc88f662b0b447b02b5c1443547c5,storio-sqlite-annotations-processor-test/build.workaround-missing-resource.gradle,build.workaround-missing-resource.gradle,Gradle,removed,0,23,23,12,0,1,0,0.0833,0.0,660.68,0.0,55.0567,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,,1.0,0.0,-1.0,0.3913,0.0,58.77,0.0,0.0,0.0,0.0,0.0,0,0,2,0,2,0,0.0,0.0,0.1667,0.0,1.0,0.0,2,0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,23,46,1,2,12.0,12.0,1.9167,3.8333,8.3333,16.6667,30,4,0,0.6667,0.0,-0.6667,0.2222,0.3333,0.1111,1,0,0.0833,0.0,,,-1,-0.0833,0,1,4,0,0.3333,0.0,HARDCODED_PATHS_AND_URLS,,-4,-0.3333,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
91ef8961461561a1f569f76a3d5f1603b12a2921,13916c8471abc88f662b0b447b02b5c1443547c5,__COMMIT_TOTAL__,__COMMIT_TOTAL__,ALL,SUMMARY,28,62,90,155,143,14,10,0.0903,0.0699,7127.69,6934.92,45.9851,48.4959,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,,1.0,1.0,0.0,0.1152,0.1214,46.19,46.19,,,,,0,0,20,19,20,19,0.0,0.0,0.129,0.1329,1.0,1.0,11,10,0.55,0.5263,-0.0237,,,0.0,0.0,100,190,6,11,,,,,,,30,10,8,0.9355,0.9441,0.0086,0.4618,0.4726,0.0108,2,2,0.0129,0.014,,,0,0.0011,0,0,10,8,0.0645,0.0559,HARDCODED_PATHS_AND_URLS;WILDCARD_USAGE,HARDCODED_PATHS_AND_URLS;WILDCARD_USAGE,-2,-0.0086,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1
adcaeab64fb435d35f1f6e9559e591277470ef6d,50a7c87f2cd9ff2b44c59f34561706dfece0f749,javatests/artifacts/dagger/build.gradle,build.gradle,Gradle,renamed,17,3,20,0,38,0,3,0.0,0.0789,0.0,616.12,0.0,16.2137,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,,0.0,1.0,1.0,0.0,0.0,0.0,51.32,0.0,0.66,0.0,0.0,0,0,0,2,0,2,0.0,0.0,0.0,0.0526,0.0,1.0,0,2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,20,0,1,0.0,38.0,0.0,0.5263,0.0,2.6316,30,0,2,0.0,0.9474,0.9474,0.3333,0.3158,-0.0175,0,0,0.0,0.0,,,0,0.0,0,0,0,2,0.0,0.0526,,HARDCODED_PATHS_AND_URLS;INSECURE_URLS,2,0.0526,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
adcaeab64fb435d35f1f6e9559e591277470ef6d,50a7c87f2cd9ff2b44c59f34561706dfece0f749,javatests/artifacts/dagger/java-app/build.gradle,build.gradle,Gradle,renamed,3,8,11,0,27,0,1,0.0,0.037,0.0,325.53,0.0,12.0567,0,1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0,0,,,0.0,1.0,1.0,0.0,0.0312,0.0,50.97,0.0,0.85,0.0,0.0,0,0,0,6,0,6,0.0,0.0,0.0,0.2222,0.0,1.0,0,6,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,11,0,1,0.0,27.0,0.0,0.4074,0.0,3.7037,30,0,2,0.0,0.9259,0.9259,0.3333,0.3086,-0.0247,0,0,0.0,0.0,,,0,0.0,0,0,0,2,0.0,0.0741,,HARDCODED_PATHS_AND_URLS;INSECURE_URLS,2,0.0741,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
adcaeab64fb435d35f1f6e9559e591277470ef6d,50a7c87f2cd9ff2b44c59f34561706dfece0f749,javatests/artifacts/dagger/kotlin-app/build.gradle,build.gradle,Gradle,renamed,7,7,14,0,35,0,1,0.0,0.0286,0.0,819.71,0.0,23.4203,0,5,0,0,0,0,0,0,0,5,0.0,0.0,0.0,0,0,,,0.0,1.0,1.0,0.0,0.0889,0.0,44.93,0.0,0.8,0.0,0.0,0,0,0,16,0,16,0.0,0.0,0.0,0.4571,0.0,1.0,0,15,0.0,0.9375,0.9375,0.0,0.0,0.0,0.0,0,14,0,1,0.0,35.0,0.0,0.4,0.0,2.8571,30,0,3,0.0,0.9143,0.9143,0.3333,0.3256,-0.0077,0,0,0.0,0.0,,,0,0.0,0,0,0,3,0.0,0.0857,,HARDCODED_PATHS_AND_URLS;INSECURE_URLS,3,0.0857,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
adcaeab64fb435d35f1f6e9559e591277470ef6d,50a7c87f2cd9ff2b44c59f34561706dfece0f749,javatests/artifacts/dagger/kotlin-app/kotlin-library/build.gradle,build.gradle,Gradle,renamed,7,7,14,0,30,0,1,0.0,0.0333,0.0,520.19,0.0,17.3397,0,5,0,0,0,0,0,0,0,5,0.0,0.0,0.0,0,0,,,0.0,1.0,1.0,0.0,0.1053,0.0,44.93,0.0,0.8,0.0,0.0,0,0,0,14,0,14,0.0,0.0,0.0,0.4667,0.0,1.0,0,14,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,14,0,1,0.0,30.0,0.0,0.4667,0.0,3.3333,30,0,3,0.0,0.9,0.9,0.3333,0.3,-0.0333,0,0,0.0,0.0,,,0,0.0,0,0,0,3,0.0,0.1,,HARDCODED_PATHS_AND_URLS;INSECURE_URLS,3,0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
adcaeab64fb435d35f1f6e9559e591277470ef6d,50a7c87f2cd9ff2b44c59f34561706dfece0f749,javatests/artifacts/dagger/settings.gradle,settings.gradle,Gradle,added,4,0,4,0,4,0,1,0.0,0.25,0.0,121.08,0.0,30.27,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,0,1,0.0,4.0,0.0,1.0,0.0,25.0,30,0,0,0.0,1.0,1.0,0.3333,0.6667,0.3334,0,0,0.0,0.0,,,0,0.0,0,0,0,0,0.0,0.0,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adcaeab64fb435d35f1f6e9559e591277470ef6d,50a7c87f2cd9ff2b44c59f34561706dfece0f749,javatests/artifacts/dagger/simpleKotlin/settings.gradle,settings.gradle,Gradle,removed,0,3,3,3,0,1,0,0.3333,0.0,89.69,0.0,29.8967,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,1,0.0,0.0,0.0,3.0,0.0,100.0,30,0,0,1.0,0.0,-1.0,0.6667,0.3333,-0.3334,0,0,0.0,0.0,,,0,0.0,0,0,0,0,0.0,0.0,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adcaeab64fb435d35f1f6e9559e591277470ef6d,50a7c87f2cd9ff2b44c59f34561706dfece0f749,__COMMIT_TOTAL__,__COMMIT_TOTAL__,ALL,SUMMARY,38,28,66,3,134,1,7,0.3333,0.0522,89.69,2402.63,29.8967,17.9301,0,11,0,0,0,0,0,0,0,11,0.0,0.0,0.0,0,0,,,1.0,1.0,0.0,0.0,0.0563,0.0,47.73,,,,,0,0,0,38,0,38,0.0,0.0,0.0,0.2836,0.0,1.0,0,37,0.0,0.9737,0.9737,,,0.0,0.0,0,66,0,6,,,,,,,30,0,10,1.0,0.9254,-0.0746,0.6667,0.3172,-0.3495,0,0,0.0,0.0,,,0,0.0,0,0,0,10,0.0,0.0746,,HARDCODED_PATHS_AND_URLS;INSECURE_URLS,10,0.0746,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
49cd79581fe93c2e620cb90e68c72779ed8d5706,e593ef58fcdd4eced8abc083addfcd8dd9e786c8,blessedDeps.gradle,blessedDeps.gradle,Gradle,added,47,0,47,0,47,0,1,0.0,0.0213,0.0,2109.49,0.0,44.8828,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,,0.0,1.0,1.0,0.0,0.0,0.0,40.75,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,47,0,1,0.0,47.0,0.0,1.0,0.0,2.1277,30,0,0,0.0,1.0,1.0,0.3333,0.6667,0.3334,0,0,0.0,0.0,,,0,0.0,0,0,0,0,0.0,0.0,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49cd79581fe93c2e620cb90e68c72779ed8d5706,e593ef58fcdd4eced8abc083addfcd8dd9e786c8,build.gradle,build.gradle,Gradle,modified,1,0,1,55,56,13,13,0.2364,0.2321,1653.62,1744.05,30.0658,31.1438,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,,1.0,1.0,0.0,0.0147,0.0145,40.03,40.03,0.51,0.5,0.0,0.0,0,0,5,8,5,8,0.0,0.0,0.0909,0.1429,1.0,1.0,5,8,1.0,1.0,0.0,0.0,0.0,0.0,0.0,8,7,4,4,55.0,55.25,0.1455,0.1267,7.2727,7.2398,30,4,4,0.9273,0.9286,0.0013,0.3091,0.3095,0.0004,0,0,0.0,0.0,,,0,0.0,0,0,4,4,0.0727,0.0714,HARDCODED_PATHS_AND_URLS;WILDCARD_USAGE,HARDCODED_PATHS_AND_URLS;WILDCARD_USAGE,0,-0.0013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1
49cd79581fe93c2e620cb90e68c72779ed8d5706,e593ef58fcdd4eced8abc083addfcd8dd9e786c8,epoxy-adapter/build.gradle,build.gradle,Gradle,modified,18,12,30,21,26,1,1,0.0476,0.0385,841.07,1898.25,40.051,73.0096,8,0,8,0,0,0,0,0,0,0,1.0,0.0,-1.0,0,0,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.33,0.42,0.0,0.0,0,0,18,2,18,2,0.0,0.0,0.8571,0.0769,1.0,1.0,17,1,0.9444,0.5,-0.4444,0.0,0.0,0.0,0.0,12,42,3,4,21.0,22.25,0.5714,1.8876,14.2857,17.9775,30,0,0,1.0,1.0,0.0,0.6852,0.5,-0.1852,0,0,0.0,0.0,,,0,0.0,0,0,0,0,0.0,0.0,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49cd79581fe93c2e620cb90e68c72779ed8d5706,e593ef58fcdd4eced8abc083addfcd8dd9e786c8,epoxy-annotations/build.gradle,build.gradle,Gradle,modified,2,2,4,8,8,1,1,0.125,0.125,303.08,343.87,37.885,42.9838,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.75,0.75,0.0,0.0,0,0,1,1,1,1,0.0,0.0,0.125,0.125,1.0,1.0,1,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4,8,1,2,8.0,8.0,0.5,1.0,12.5,25.0,30,0,0,1.0,1.0,0.0,0.3333,0.3333,0.0,0,0,0.0,0.0,,,0,0.0,0,0,0,0,0.0,0.0,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49cd79581fe93c2e620cb90e68c72779ed8d5706,e593ef58fcdd4eced8abc083addfcd8dd9e786c8,epoxy-processor/build.gradle,build.gradle,Gradle,modified,8,4,12,13,17,1,1,0.0769,0.0588,515.0,917.04,39.6154,53.9435,2,0,2,0,0,0,0,0,0,0,1.0,0.0,-1.0,0,0,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.62,0.59,0.0,0.0,0,0,6,2,6,2,0.0,0.0,0.4615,0.1176,1.0,1.0,5,1,0.8333,0.5,-0.3333,0.0,0.0,0.0,0.0,6,18,2,3,14.5,15.3333,0.4138,1.1739,13.7931,19.5653,30,0,0,1.0,1.0,0.0,0.7222,0.5,-0.2222,0,0,0.0,0.0,,,0,0.0,0,0,0,0,0.0,0.0,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49cd79581fe93c2e620cb90e68c72779ed8d5706,e593ef58fcdd4eced8abc083addfcd8dd9e786c8,epoxy-processortest/build.gradle,build.gradle,Gradle,modified,9,9,18,22,22,1,1,0.0455,0.0455,1305.4,1647.69,59.3364,74.895,5,0,5,0,0,0,0,0,0,0,1.0,0.0,-1.0,0,0,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.32,0.32,0.0,0.0,0,0,16,6,16,6,0.0,0.0,0.7273,0.2727,1.0,1.0,13,3,0.8125,0.5,-0.3125,0.0,0.0,0.0,0.0,25,43,1,2,22.0,22.0,1.1364,1.9545,4.5455,9.0909,30,2,2,0.9091,0.9091,0.0,0.6989,0.4697,-0.2292,0,0,0.0,0.0,,,0,0.0,0,0,2,2,0.0909,0.0909,WILDCARD_USAGE,WILDCARD_USAGE,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
49cd79581fe93c2e620cb90e68c72779ed8d5706,e593ef58fcdd4eced8abc083addfcd8dd9e786c8,epoxy-sample/build.gradle,build.gradle,Gradle,modified,13,8,21,22,26,1,1,0.0455,0.0385,943.86,1493.79,42.9027,57.4535,3,0,3,0,0,0,0,0,0,0,1.0,0.0,-1.0,0,0,,,1.0,1.0,0.0,0.0,0.0,0.0,61.24,0.32,0.38,0.0,0.0,0,0,11,5,11,5,0.0,0.0,0.5,0.1923,1.0,1.0,8,2,0.7273,0.4,-0.3273,0.0,0.0,0.0,0.0,6,27,3,4,22.0,23.0,0.2727,1.1739,13.6364,17.3913,30,0,0,1.0,1.0,0.0,0.7576,0.5333,-0.2243,0,0,0.0,0.0,,,0,0.0,0,0,0,0,0.0,0.0,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49cd79581fe93c2e620cb90e68c72779ed8d5706,e593ef58fcdd4eced8abc083addfcd8dd9e786c8,processor/build.gradle,build.gradle,Gradle,modified,8,8,16,14,14,1,1,0.0714,0.0714,579.64,872.68,41.4029,62.3343,6,0,6,0,0,0,0,0,0,0,1.0,0.0,-1.0,0,0,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0,0,15,3,15,3,0.0,0.0,1.0714,0.2143,1.0,1.0,14,2,0.9333,0.6667,-0.2666,0.0,0.0,0.0,0.0,2,18,1,2,14.0,14.0,0.1429,1.2857,7.1429,14.2857,30,0,0,1.0,1.0,0.0,0.6889,0.4444,-0.2445,0,0,0.0,0.0,,,0,0.0,0,0,0,0,0.0,0.0,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49cd79581fe93c2e620cb90e68c72779ed8d5706,e593ef58fcdd4eced8abc083addfcd8dd9e786c8,__COMMIT_TOTAL__,__COMMIT_TOTAL__,ALL,SUMMARY,106,43,149,155,216,19,20,0.1226,0.0926,6141.67,11026.86,39.6237,51.0503,24,0,24,0,0,0,0,0,0,0,1.0,0.0,-1.0,0,0,,,1.0,1.0,0.0,0.0052,0.0039,40.03,48.77,,,,,0,0,72,27,72,27,0.0,0.0,0.4645,0.125,1.0,1.0,63,18,0.875,0.6667,-0.2083,,,0.0,0.0,63,210,15,22,,,,,,,30,6,6,0.9613,0.9722,0.0109,0.6954,0.4352,-0.2602,0,0,0.0,0.0,,,0,0.0,0,0,6,6,0.0387,0.0278,HARDCODED_PATHS_AND_URLS;WILDCARD_USAGE,HARDCODED_PATHS_AND_URLS;WILDCARD_USAGE,0,-0.0109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1
64130eacea59c5f95fce454aa5b1a30e84aa0b98,2b92c35faf02480c5e57cb57a2666d41c1f6f273,build.gradle,build.gradle,Gradle,modified,15,15,30,171,171,4,4,0.0234,0.0234,10008.45,9937.34,58.5289,58.1131,28,28,27,27,0,0,0,0,1,1,0.9643,0.9643,0.0,0,0,,,1.0,1.0,0.0,0.015,0.015,30.16,30.16,0.98,0.98,0.0,0.0,0,0,77,77,77,77,0.0,0.0,0.4503,0.4503,1.0,1.0,77,77,1.0,1.0,0.0,0.0,0.0,0.0,0.0,100,130,14,15,162.5,163.0667,0.6154,0.7972,8.6154,9.1987,30,15,15,0.9123,0.9123,0.0,0.6255,0.6255,0.0,2,2,0.0117,0.0117,,,0,0.0,0,0,15,15,0.0877,0.0877,HARDCODED_CREDENTIALS;HARDCODED_PATHS_AND_URLS;INSECURE_URLS,HARDCODED_CREDENTIALS;HARDCODED_PATHS_AND_URLS;INSECURE_URLS,0,0.0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,1,1,0,1
64130eacea59c5f95fce454aa5b1a30e84aa0b98,2b92c35faf02480c5e57cb57a2666d41c1f6f273,__COMMIT_TOTAL__,__COMMIT_TOTAL__,ALL,SUMMARY,15,15,30,171,171,4,4,0.0234,0.0234,10008.45,9937.34,58.5289,58.1131,28,28,27,27,0,0,0,0,1,1,0.9643,0.9643,0.0,0,0,,,1.0,1.0,0.0,0.015,0.015,30.16,30.16,,,,,0,0,77,77,77,77,0.0,0.0,0.4503,0.4503,1.0,1.0,77,77,1.0,1.0,0.0,,,0.0,0.0,100,130,14,15,,,,,,,30,15,15,0.9123,0.9123,0.0,0.6255,0.6255,0.0,2,2,0.0117,0.0117,,,0,0.0,0,0,15,15,0.0877,0.0877,HARDCODED_CREDENTIALS;HARDCODED_PATHS_AND_URLS;INSECURE_URLS,HARDCODED_CREDENTIALS;HARDCODED_PATHS_AND_URLS;INSECURE_URLS,0,0.0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,1,1,0,1
3b4c4f5a5147304d8b16a11ee4c90bcc784a0894,59b0f69ba734388f84c93327ebd12bb27172f4a1,App/build.gradle,build.gradle,Gradle,modified,33,40,73,135,143,6,7,0.0444,0.049,6316.34,5824.73,46.7877,40.7324,14,14,14,14,0,0,0,0,0,0,1.0,1.0,0.0,0,0,,,1.0,1.0,0.0,0.0248,0.0065,59.92,60.1,0.21,0.36,0.0,0.094,0,0,41,43,41,43,0.0,0.0,0.3037,0.3007,1.0,1.0,41,43,1.0,1.0,0.0,0.0,0.0,0.0,0.0,18,91,5,6,135.8,137.0,0.1325,0.6642,3.6819,4.3796,30,2,2,0.9852,0.986,0.0008,0.6617,0.662,0.0003,0,0,0.0,0.0,,,0,0.0,0,0,2,2,0.0148,0.014,HARDCODED_PATHS_AND_URLS;WILDCARD_USAGE,HARDCODED_PATHS_AND_URLS;WILDCARD_USAGE,0,-0.0008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1
3b4c4f5a5147304d8b16a11ee4c90bcc784a0894,59b0f69ba734388f84c93327ebd12bb27172f4a1,__COMMIT_TOTAL__,__COMMIT_TOTAL__,ALL,SUMMARY,33,40,73,135,143,6,7,0.0444,0.049,6316.34,5824.73,46.7877,40.7324,14,14,14,14,0,0,0,0,0,0,1.0,1.0,0.0,0,0,,,1.0,1.0,0.0,0.0248,0.0065,59.92,60.1,,,,,0,0,41,43,41,43,0.0,0.0,0.3037,0.3007,1.0,1.0,41,43,1.0,1.0,0.0,,,0.0,0.0,18,91,5,6,,,,,,,30,2,2,0.9852,0.986,0.0008,0.6617,0.662,0.0003,0,0,0.0,0.0,,,0,0.0,0,0,2,2,0.0148,0.014,HARDCODED_PATHS_AND_URLS;WILDCARD_USAGE,HARDCODED_PATHS_AND_URLS;WILDCARD_USAGE,0,-0.0008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1
c9f9fde75f95eab90c01e1e088710668c9882f83,caca583ad306246083e573d7bab4dc2ec41650a9,app/build.gradle,build.gradle,Gradle,modified,8,14,22,174,168,2,2,0.0115,0.0119,11181.24,10424.55,64.26,62.0509,30,30,0,0,0,0,0,0,30,30,0.0,0.0,0.0,0,0,,,1.0,1.0,0.0,0.0,0.0,43.24,43.24,0.99,0.99,0.139,0.079,0,0,81,81,81,81,0.0,0.0,0.4655,0.4821,1.0,1.0,79,79,0.9753,0.9753,0.0,0.0,0.0,0.0,0.0,231,231,21,21,148.8571,148.8571,1.5518,1.5518,14.1075,14.1075,30,9,9,0.9483,0.9464,-0.0019,0.3243,0.3237,-0.0006,0,0,0.0,0.0,,,0,0.0,0,0,9,9,0.0517,0.0536,HARDCODED_PATHS_AND_URLS;INSECURE_URLS;WILDCARD_USAGE,HARDCODED_PATHS_AND_URLS;INSECURE_URLS;WILDCARD_USAGE,0,0.0019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1
c9f9fde75f95eab90c01e1e088710668c9882f83,caca583ad306246083e573d7bab4dc2ec41650a9,__COMMIT_TOTAL__,__COMMIT_TOTAL__,ALL,SUMMARY,8,14,22,174,168,2,2,0.0115,0.0119,11181.24,10424.55,64.26,62.0509,30,30,0,0,0,0,0,0,30,30,0.0,0.0,0.0,0,0,,,1.0,1.0,0.0,0.0,0.0,43.24,43.24,,,,,0,0,81,81,81,81,0.0,0.0,0.4655,0.4821,1.0,1.0,79,79,0.9753,0.9753,0.0,,,0.0,0.0,231,231,21,21,,,,,,,30,9,9,0.9483,0.9464,-0.0019,0.3243,0.3237,-0.0006,0,0,0.0,0.0,,,0,0.0,0,0,9,9,0.0517,0.0536,HARDCODED_PATHS_AND_URLS;INSECURE_URLS;WILDCARD_USAGE,HARDCODED_PATHS_AND_URLS;INSECURE_URLS;WILDCARD_USAGE,0,0.0019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1
