Commit_SHA,Parent_SHA,File_Path,File_Name,Tool,Status,Additions,Deletions,Changes,BLOC_Before,BLOC_After,Cyclomatic_Complexity_Before,Cyclomatic_Complexity_After,Normalized_CC_Before,Normalized_CC_After,Halstead_Volume_Before,Halstead_Volume_After,Normalized_HV_Before,Normalized_HV_After,Dependency_Count_Before,Dependency_Count_After,Fixed_Dependency_Count_Before,Fixed_Dependency_Count_After,Dynamic_Dependency_Count_Before,Dynamic_Dependency_Count_After,Snapshot_Dependency_Count_Before,Snapshot_Dependency_Count_After,Unknown_Dependency_Count_Before,Unknown_Dependency_Count_After,DSS_Before,DSS_After,DSS_Delta,Non_Deterministic_Constructs_Before,Non_Deterministic_Constructs_After,Non_Deterministic_Summary_Before,Non_Deterministic_Summary_After,BDS_Before,BDS_After,BDS_Delta,Comment_Ratio_Before,Comment_Ratio_After,Comment_Readability_Before,Comment_Readability_After,Style_Conformance_Score_Before,Style_Conformance_Score_After,Clone_Density_Before,Clone_Density_After,CP_Internal_Before,CP_Internal_After,CP_External_Before,CP_External_After,CP_Total_Before,CP_Total_After,NCP_Internal_Before,NCP_Internal_After,NCP_External_Before,NCP_External_After,Coupling_Ratio_Before,Coupling_Ratio_After,External_Risk_Factors_Before,External_Risk_Factors_After,EDR_Before,EDR_After,EDR_Delta,Build_Cohesion_Before,Build_Cohesion_After,Build_Modularity_Before,Build_Modularity_After,Churn_Before,Churn_After,Change_Frequency_Before,Change_Frequency_After,Avg_Logical_LOC_Before,Avg_Logical_LOC_After,Normalized_Churn_Before,Normalized_Churn_After,Normalized_Change_Frequency_Before,Normalized_Change_Frequency_After,Observation_Window_Days,Reliability_Issues_Before,Reliability_Issues_After,RE_Before,RE_After,RE_Delta,RM_Before,RM_After,RM_Delta,Before_Smell_Count,After_Smell_Count,Before_Smell_Density,After_Smell_Density,Before_Smell_Summary,After_Smell_Summary,Smell_Count_Delta,Smell_Density_Delta,Introduced_Smells,Removed_Smells,Before_Security_Smell_Count,After_Security_Smell_Count,Before_Security_Smell_Density,After_Security_Smell_Density,Before_Security_Smell_Summary,After_Security_Smell_Summary,Security_Smell_Count_Delta,Security_Smell_Density_Delta,Introduced_Security_Smells,Removed_Security_Smells,Before_EMPTY_INCOMPLETE_TAGS,Before_INCONSISTENT_DEPENDENCY_MANAGEMENT,Before_LACK_OF_ERROR_HANDLING,Before_MISSING_DEPENDENCY_VERSION,Before_SUSPICIOUS_COMMENTS,Before_DEPRECATED_DEPENDENCIES,Before_OUTDATED_DEPENDENCIES,After_EMPTY_INCOMPLETE_TAGS,After_INCONSISTENT_DEPENDENCY_MANAGEMENT,After_LACK_OF_ERROR_HANDLING,After_MISSING_DEPENDENCY_VERSION,After_SUSPICIOUS_COMMENTS,After_DEPRECATED_DEPENDENCIES,After_OUTDATED_DEPENDENCIES,Before_HARDCODED_CREDENTIALS,Before_INSECURE_URLS,Before_WILDCARD_USAGE,Before_HARDCODED_PATHS_AND_URLS,After_HARDCODED_CREDENTIALS,After_INSECURE_URLS,After_WILDCARD_USAGE,After_HARDCODED_PATHS_AND_URLS
60685c95bdece53d102a7ef3c153633b7b441033,026088e253294657462848bf6c09fc792255cc90,demo/build.gradle,build.gradle,Gradle,modified,1,1,2,51,51,1,1,0.0196,0.0196,3485.63,3496.6,68.3457,68.5608,1,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0,0,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0,8,6,8,6,0.0,0.0,0.1569,0.1176,1.0,1.0,7,5,0.875,0.8333,-0.0417,0.0,0.0,0.0,0.0,131,133,4,5,53.5,53.0,2.4486,2.5094,7.4766,9.434,30,1,1,0.9804,0.9804,0.0,0.3685,0.3824,0.0139,0,0,0.0,0.0,,,0,0.0,0,0,1,1,0.0196,0.0196,WILDCARD_USAGE,WILDCARD_USAGE,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
60685c95bdece53d102a7ef3c153633b7b441033,026088e253294657462848bf6c09fc792255cc90,dependencies.gradle,dependencies.gradle,Gradle,modified,16,7,23,55,60,1,1,0.0182,0.0167,1650.12,1899.79,30.0022,31.6632,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0,0,1,0,1,0.0,0.0,0.0,0.0167,0.0,1.0,0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,63,86,1,2,55.0,57.5,1.1455,1.4957,1.8182,3.4783,30,0,1,1.0,0.9833,-0.0167,0.6667,0.3278,-0.3389,0,0,0.0,0.0,,,0,0.0,0,0,0,1,0.0,0.0167,,HARDCODED_PATHS_AND_URLS,1,0.0167,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
60685c95bdece53d102a7ef3c153633b7b441033,026088e253294657462848bf6c09fc792255cc90,library/build.gradle,build.gradle,Gradle,modified,1,2,3,34,33,1,1,0.0294,0.0303,1659.71,1635.03,48.815,49.5464,1,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0,0,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0,7,4,7,4,0.0,0.0,0.2059,0.1212,1.0,1.0,7,4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,9,12,1,2,34.0,33.5,0.2647,0.3582,2.9412,5.9701,30,1,1,0.9706,0.9697,-0.0009,0.3235,0.3232,-0.0003,0,0,0.0,0.0,,,0,0.0,0,0,1,1,0.0294,0.0303,WILDCARD_USAGE,WILDCARD_USAGE,0,0.0009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
60685c95bdece53d102a7ef3c153633b7b441033,026088e253294657462848bf6c09fc792255cc90,__COMMIT_TOTAL__,__COMMIT_TOTAL__,ALL,SUMMARY,22,18,40,161,162,4,4,0.0248,0.0247,7472.72,7682.15,46.4144,47.4207,2,0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0,0,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,0,0,19,14,19,14,0.0,0.0,0.118,0.0864,1.0,1.0,18,13,0.9474,0.9286,-0.0188,,,0.0,0.0,220,260,9,13,,,,,,,30,3,3,0.9814,0.9815,0.0001,0.3447,0.351,0.0063,0,0,0.0,0.0,,,0,0.0,0,0,3,3,0.0186,0.0185,HARDCODED_PATHS_AND_URLS;WILDCARD_USAGE,HARDCODED_PATHS_AND_URLS;WILDCARD_USAGE,0,-0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1
31dbe22da1682dc548af1a03ed659d38373b450b,7cee8b8ff517a273049266db82f37e2264d69515,build.gradle,build.gradle,Gradle,modified,2,1,3,76,77,3,3,0.0395,0.039,3206.26,3253.23,42.1876,42.2497,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,,1.0,1.0,0.0,0.011,0.0109,38.3,38.3,0.92,0.92,0.079,0.078,0,0,11,11,11,11,0.0,0.0,0.1447,0.1429,1.0,1.0,11,11,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6,3,2,1,76.0,77.0,0.0789,0.039,2.6316,1.2987,30,9,9,0.8816,0.8831,0.0015,0.2939,0.2944,0.0005,0,0,0.0,0.0,,,0,0.0,0,0,9,9,0.1184,0.1169,HARDCODED_CREDENTIALS;HARDCODED_PATHS_AND_URLS;INSECURE_URLS;WILDCARD_USAGE,HARDCODED_CREDENTIALS;HARDCODED_PATHS_AND_URLS;INSECURE_URLS;WILDCARD_USAGE,0,-0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
31dbe22da1682dc548af1a03ed659d38373b450b,7cee8b8ff517a273049266db82f37e2264d69515,__COMMIT_TOTAL__,__COMMIT_TOTAL__,ALL,SUMMARY,2,1,3,76,77,3,3,0.0395,0.039,3206.26,3253.23,42.1876,42.2497,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,,1.0,1.0,0.0,0.011,0.0109,38.3,38.3,,,,,0,0,11,11,11,11,0.0,0.0,0.1447,0.1429,1.0,1.0,11,11,1.0,1.0,0.0,,,0.0,0.0,6,3,2,1,,,,,,,30,9,9,0.8816,0.8831,0.0015,0.2939,0.2944,0.0005,0,0,0.0,0.0,,,0,0.0,0,0,9,9,0.1184,0.1169,HARDCODED_CREDENTIALS;HARDCODED_PATHS_AND_URLS;INSECURE_URLS;WILDCARD_USAGE,HARDCODED_CREDENTIALS;HARDCODED_PATHS_AND_URLS;INSECURE_URLS;WILDCARD_USAGE,0,-0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
354b5d5629dd28fad6943746051418bc716fe7f8,0af45926de5e70a254a22eebf36dc8617dac5685,elasticviews/build.gradle,build.gradle,Gradle,modified,2,2,4,29,29,1,1,0.0345,0.0345,1335.36,1335.36,46.0469,46.0469,2,2,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0,0,,,1.0,1.0,0.0,0.0278,0.0278,0.0,0.0,1.0,1.0,0.0,0.0,0,0,15,15,15,15,0.0,0.0,0.5172,0.5172,1.0,1.0,15,15,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,5,1,2,29.0,29.0,0.0345,0.1724,3.4483,6.8966,30,0,0,1.0,1.0,0.0,0.3333,0.3333,0.0,0,0,0.0,0.0,,,0,0.0,0,0,0,0,0.0,0.0,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
354b5d5629dd28fad6943746051418bc716fe7f8,0af45926de5e70a254a22eebf36dc8617dac5685,__COMMIT_TOTAL__,__COMMIT_TOTAL__,ALL,SUMMARY,2,2,4,29,29,1,1,0.0345,0.0345,1335.36,1335.36,46.0469,46.0469,2,2,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0,0,,,1.0,1.0,0.0,0.0278,0.0278,0.0,0.0,,,,,0,0,15,15,15,15,0.0,0.0,0.5172,0.5172,1.0,1.0,15,15,1.0,1.0,0.0,,,0.0,0.0,1,5,1,2,,,,,,,30,0,0,1.0,1.0,0.0,0.3333,0.3333,0.0,0,0,0.0,0.0,,,0,0.0,0,0,0,0,0.0,0.0,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e7f29e455ad6cc76904e1368cae1a1b1af7399d6,48d1446a804724e287264a47f796d92617a22d7c,app/build.gradle,build.gradle,Gradle,modified,1,1,2,52,52,1,1,0.0192,0.0192,2528.05,2528.05,48.6163,48.6163,14,14,14,14,0,0,0,0,0,0,1.0,1.0,0.0,0,0,,,1.0,1.0,0.0,0.0897,0.0897,-1.25,-1.25,1.0,1.0,0.0,0.0,0,0,30,30,30,30,0.0,0.0,0.5769,0.5769,1.0,1.0,30,30,1.0,1.0,0.0,0.0,0.0,0.0,0.0,10,12,4,5,50.5,50.8,0.198,0.2362,7.9208,9.8425,30,1,1,0.9808,0.9808,0.0,0.6603,0.6603,0.0,0,0,0.0,0.0,,,0,0.0,0,0,1,1,0.0192,0.0192,WILDCARD_USAGE,WILDCARD_USAGE,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
e7f29e455ad6cc76904e1368cae1a1b1af7399d6,48d1446a804724e287264a47f796d92617a22d7c,__COMMIT_TOTAL__,__COMMIT_TOTAL__,ALL,SUMMARY,1,1,2,52,52,1,1,0.0192,0.0192,2528.05,2528.05,48.6163,48.6163,14,14,14,14,0,0,0,0,0,0,1.0,1.0,0.0,0,0,,,1.0,1.0,0.0,0.0897,0.0897,-1.25,-1.25,,,,,0,0,30,30,30,30,0.0,0.0,0.5769,0.5769,1.0,1.0,30,30,1.0,1.0,0.0,,,0.0,0.0,10,12,4,5,,,,,,,30,1,1,0.9808,0.9808,0.0,0.6603,0.6603,0.0,0,0,0.0,0.0,,,0,0.0,0,0,1,1,0.0192,0.0192,WILDCARD_USAGE,WILDCARD_USAGE,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
17441277f445ab262366a34bf9be856bf48bf544,f44398f737e02ffd5ddeacd5d5ed0dce2abd5746,build.gradle,build.gradle,Gradle,modified,17,4,21,29,38,2,1,0.069,0.0263,832.16,1232.52,28.6952,32.4347,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,,1.0,1.0,0.0,0.0769,0.0962,52.11,46.61,0.45,0.5,0.0,0.0,0,0,2,2,2,2,0.0,0.0,0.069,0.0526,1.0,1.0,2,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4,25,2,3,29.0,32.0,0.1379,0.7812,6.8966,9.375,30,0,0,1.0,1.0,0.0,0.3333,0.3333,0.0,0,0,0.0,0.0,,,0,0.0,0,0,0,0,0.0,0.0,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17441277f445ab262366a34bf9be856bf48bf544,f44398f737e02ffd5ddeacd5d5ed0dce2abd5746,gradle/maven_push.gradle,maven_push.gradle,Gradle,renamed,26,0,26,0,90,0,7,0.0,0.0778,0.0,4844.79,0.0,53.831,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,,0.0,1.0,1.0,0.0,0.0202,0.0,56.25,0.0,0.41,0.0,0.067,0,0,0,4,0,4,0.0,0.0,0.0,0.0444,0.0,1.0,0,4,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,26,0,1,0.0,90.0,0.0,0.2889,0.0,1.1111,30,0,4,0.0,0.9556,0.9556,0.3333,0.3185,-0.0148,0,0,0.0,0.0,,,0,0.0,0,0,0,4,0.0,0.0444,,HARDCODED_CREDENTIALS;HARDCODED_PATHS_AND_URLS;WILDCARD_USAGE,4,0.0444,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
17441277f445ab262366a34bf9be856bf48bf544,f44398f737e02ffd5ddeacd5d5ed0dce2abd5746,tracklytics-plugin/build.gradle,build.gradle,Gradle,modified,3,7,10,37,34,1,1,0.027,0.0294,1380.75,1264.77,37.3176,37.1991,4,0,4,0,0,0,0,0,0,0,1.0,0.0,-1.0,0,0,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3,0.26,0.0,0.0,0,0,10,2,10,2,0.0,0.0,0.2703,0.0588,1.0,1.0,10,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,10,0,1,0.0,34.0,0.0,0.2941,0.0,2.9412,30,0,0,1.0,1.0,0.0,0.6667,0.3333,-0.3334,0,0,0.0,0.0,,,0,0.0,0,0,0,0,0.0,0.0,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17441277f445ab262366a34bf9be856bf48bf544,f44398f737e02ffd5ddeacd5d5ed0dce2abd5746,tracklytics-runtime/build.gradle,build.gradle,Gradle,modified,8,7,15,79,79,8,8,0.1013,0.1013,4004.42,4194.94,50.6889,53.1005,4,0,4,0,0,0,0,0,0,0,1.0,0.0,-1.0,0,0,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.47,0.47,0.0,0.0,0,0,14,4,14,4,0.0,0.0,0.1772,0.0506,1.0,1.0,14,4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,15,0,1,0.0,79.0,0.0,0.1899,0.0,1.2658,30,1,1,0.9873,0.9873,0.0,0.6624,0.3291,-0.3333,0,0,0.0,0.0,,,0,0.0,0,0,1,1,0.0127,0.0127,WILDCARD_USAGE,WILDCARD_USAGE,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
17441277f445ab262366a34bf9be856bf48bf544,f44398f737e02ffd5ddeacd5d5ed0dce2abd5746,__COMMIT_TOTAL__,__COMMIT_TOTAL__,ALL,SUMMARY,54,18,72,145,241,11,17,0.0759,0.0705,6217.33,11537.02,42.8781,47.8715,8,0,8,0,0,0,0,0,0,0,1.0,0.0,-1.0,0,0,,,1.0,1.0,0.0,0.017,0.0246,52.93,52.02,,,,,0,0,26,12,26,12,0.0,0.0,0.1793,0.0498,1.0,1.0,26,12,1.0,1.0,0.0,,,0.0,0.0,4,76,2,6,,,,,,,30,1,5,0.9931,0.9793,-0.0138,0.6644,0.3264,-0.338,0,0,0.0,0.0,,,0,0.0,0,0,1,5,0.0069,0.0207,WILDCARD_USAGE,HARDCODED_CREDENTIALS;HARDCODED_PATHS_AND_URLS;WILDCARD_USAGE,4,0.0138,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1
14a86e0028b1aaeb00a01197d229dff33fe80712,cd1a0cc7ccdc400eff1252ffd14ee8eb90ed04e8,build.gradle,build.gradle,Gradle,modified,70,7,77,44,100,4,6,0.0909,0.06,1912.25,4816.58,43.4602,48.1658,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,,1.0,1.0,0.0,0.0,0.0,0.0,27.36,1.0,1.0,0.0,0.0,0,0,2,13,2,13,0.0,0.0,0.0455,0.13,1.0,1.0,2,13,1.0,1.0,0.0,0.0,0.0,0.0,0.0,57,134,2,3,44.0,62.6667,1.2955,2.1383,4.5455,4.7872,30,0,9,1.0,0.91,-0.09,0.3333,0.3033,-0.03,0,0,0.0,0.0,,,0,0.0,0,0,0,9,0.0,0.09,,HARDCODED_CREDENTIALS;HARDCODED_PATHS_AND_URLS;INSECURE_URLS,9,0.09,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
14a86e0028b1aaeb00a01197d229dff33fe80712,cd1a0cc7ccdc400eff1252ffd14ee8eb90ed04e8,__COMMIT_TOTAL__,__COMMIT_TOTAL__,ALL,SUMMARY,70,7,77,44,100,4,6,0.0909,0.06,1912.25,4816.58,43.4602,48.1658,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,,1.0,1.0,0.0,0.0,0.0,0.0,27.36,,,,,0,0,2,13,2,13,0.0,0.0,0.0455,0.13,1.0,1.0,2,13,1.0,1.0,0.0,,,0.0,0.0,57,134,2,3,,,,,,,30,0,9,1.0,0.91,-0.09,0.3333,0.3033,-0.03,0,0,0.0,0.0,,,0,0.0,0,0,0,9,0.0,0.09,,HARDCODED_CREDENTIALS;HARDCODED_PATHS_AND_URLS;INSECURE_URLS,9,0.09,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
d6e5e7b44a25f678b2fdb2827306ffe34c75bff7,b083417e5b86ceda11db036e3e5c57ebf2049af4,DaliTestApp/build.gradle,build.gradle,Gradle,modified,8,1,9,47,52,1,1,0.0213,0.0192,2491.42,3368.61,53.0089,64.781,4,4,4,4,0,0,0,0,0,0,1.0,1.0,0.0,0,0,,,1.0,1.0,0.0,0.0182,0.0161,54.73,54.73,1.0,1.0,0.0,0.0,0,0,17,17,17,17,0.0,0.0,0.3617,0.3269,1.0,1.0,17,17,1.0,1.0,0.0,0.0,0.0,0.0,0.0,25,34,5,6,44.4,45.6667,0.5631,0.7445,11.2613,13.1387,30,0,0,1.0,1.0,0.0,0.6667,0.6667,0.0,1,1,0.0213,0.0192,,,0,-0.0021,0,0,0,0,0.0,0.0,,,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
d6e5e7b44a25f678b2fdb2827306ffe34c75bff7,b083417e5b86ceda11db036e3e5c57ebf2049af4,build.gradle,build.gradle,Gradle,modified,3,10,13,35,28,3,1,0.0857,0.0357,833.85,852.22,23.8243,30.4364,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,,1.0,1.0,0.0,0.0,0.0,92.97,0.0,1.0,1.0,0.0,0.0,0,0,3,6,3,6,0.0,0.0,0.0857,0.2143,1.0,1.0,3,6,1.0,1.0,0.0,0.0,0.0,0.0,0.0,39,52,8,9,36.125,35.2222,1.0796,1.4763,22.1453,25.5521,30,0,0,1.0,1.0,0.0,0.3333,0.3333,0.0,0,0,0.0,0.0,,,0,0.0,0,0,0,0,0.0,0.0,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d6e5e7b44a25f678b2fdb2827306ffe34c75bff7,b083417e5b86ceda11db036e3e5c57ebf2049af4,dali/build.gradle,build.gradle,Gradle,modified,4,1,5,42,43,1,1,0.0238,0.0233,2363.64,2567.37,56.2771,59.7063,3,3,3,3,0,0,0,0,0,0,1.0,1.0,0.0,0,0,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0,16,16,16,16,0.0,0.0,0.381,0.3721,1.0,1.0,16,16,1.0,1.0,0.0,0.0,0.0,0.0,0.0,33,38,3,4,47.3333,46.25,0.6972,0.8216,6.338,8.6486,30,0,0,1.0,1.0,0.0,0.6667,0.6667,0.0,0,0,0.0,0.0,,,0,0.0,0,0,0,0,0.0,0.0,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d6e5e7b44a25f678b2fdb2827306ffe34c75bff7,b083417e5b86ceda11db036e3e5c57ebf2049af4,gradle/common-build.gradle,common-build.gradle,Gradle,added,64,0,64,0,58,0,10,0.0,0.1724,0.0,1085.98,0.0,18.7238,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.78,0.0,0.0,0,0,0,7,0,7,0.0,0.0,0.0,0.1207,0.0,1.0,0,7,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,64,0,1,0.0,58.0,0.0,1.1034,0.0,1.7241,30,0,0,0.0,1.0,1.0,0.3333,0.3333,0.0,0,1,0.0,0.0172,,,1,0.0172,1,0,0,0,0.0,0.0,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
d6e5e7b44a25f678b2fdb2827306ffe34c75bff7,b083417e5b86ceda11db036e3e5c57ebf2049af4,gradle/publish.gradle,publish.gradle,Gradle,renamed,1,1,2,0,84,0,1,0.0,0.0119,0.0,4451.62,0.0,52.9955,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,1,,TIME,0.0,0.9881,0.9881,0.0,0.1028,0.0,45.91,0.0,0.93,0.0,0.0,0,0,0,10,0,10,0.0,0.0,0.0,0.119,0.0,1.0,0,10,0.0,1.0,1.0,0.0,0.0,0.0,0.0,59,61,1,2,0.0,84.0,59.0,0.7262,100.0,2.381,30,0,9,0.0,0.8929,0.8929,0.3333,0.2976,-0.0357,0,0,0.0,0.0,,,0,0.0,0,0,0,9,0.0,0.1071,,HARDCODED_CREDENTIALS;HARDCODED_PATHS_AND_URLS;INSECURE_URLS;WILDCARD_USAGE,9,0.1071,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
d6e5e7b44a25f678b2fdb2827306ffe34c75bff7,b083417e5b86ceda11db036e3e5c57ebf2049af4,__COMMIT_TOTAL__,__COMMIT_TOTAL__,ALL,SUMMARY,80,13,93,124,265,5,14,0.0403,0.0528,5688.91,12325.8,45.8783,46.5125,7,7,7,7,0,0,0,0,0,0,1.0,1.0,0.0,0,1,,TIME,1.0,0.9962,-0.0038,0.007,0.038,80.9,46.19,,,,,0,0,36,56,36,56,0.0,0.0,0.2903,0.2113,1.0,1.0,36,56,1.0,1.0,0.0,,,0.0,0.0,156,249,17,22,,,,,,,30,0,9,1.0,0.966,-0.034,0.6667,0.6553,-0.0114,1,2,0.0081,0.0075,,,1,-0.0006,1,0,0,9,0.0,0.034,,HARDCODED_CREDENTIALS;HARDCODED_PATHS_AND_URLS;INSECURE_URLS;WILDCARD_USAGE,9,0.034,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1
1c21bde52c98c96f56d6508b3e00305fd656ce06,6ab16830c2798e418e573e80c1e4b1ba9ff81bc5,speechrecognitionview/build.gradle,build.gradle,Gradle,modified,0,3,3,13,11,1,1,0.0769,0.0909,518.28,420.69,39.8677,38.2445,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0,2,1,2,1,0.0,0.0,0.1538,0.0909,1.0,1.0,2,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,3,0,1,0.0,11.0,0.0,0.2727,0.0,9.0909,30,0,0,1.0,1.0,0.0,0.3333,0.3333,0.0,0,0,0.0,0.0,,,0,0.0,0,0,0,0,0.0,0.0,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1c21bde52c98c96f56d6508b3e00305fd656ce06,6ab16830c2798e418e573e80c1e4b1ba9ff81bc5,__COMMIT_TOTAL__,__COMMIT_TOTAL__,ALL,SUMMARY,0,3,3,13,11,1,1,0.0769,0.0909,518.28,420.69,39.8677,38.2445,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,0,0,2,1,2,1,0.0,0.0,0.1538,0.0909,1.0,1.0,2,1,1.0,1.0,0.0,,,0.0,0.0,0,3,0,1,,,,,,,30,0,0,1.0,1.0,0.0,0.3333,0.3333,0.0,0,0,0.0,0.0,,,0,0.0,0,0,0,0,0.0,0.0,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91ef8961461561a1f569f76a3d5f1603b12a2921,13916c8471abc88f662b0b447b02b5c1443547c5,build.gradle,build.gradle,Gradle,modified,21,0,21,83,99,3,7,0.0361,0.0707,4245.63,4831.62,51.1522,48.8042,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,,1.0,1.0,0.0,0.129,0.1103,29.29,29.29,1.0,0.94,0.0,0.0,0,0,10,11,10,11,0.0,0.0,0.1205,0.1111,1.0,1.0,1,2,0.1,0.1818,0.0818,0.0,0.0,0.0,0.0,7,28,3,4,83.6667,87.5,0.0837,0.32,3.5857,4.5714,30,2,4,0.9759,0.9596,-0.0163,0.6253,0.5926,-0.0327,1,1,0.012,0.0101,,,0,-0.0019,0,0,2,4,0.0241,0.0404,HARDCODED_PATHS_AND_URLS,HARDCODED_PATHS_AND_URLS;WILDCARD_USAGE,2,0.0163,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1
91ef8961461561a1f569f76a3d5f1603b12a2921,13916c8471abc88f662b0b447b02b5c1443547c5,build.workaround-missing-resource.gradle,build.workaround-missing-resource.gradle,Gradle,renamed,0,0,0,0,12,0,1,0.0,0.0833,0.0,660.68,0.0,55.0567,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,,,0.0,1.0,1.0,0.0,0.3913,0.0,58.77,0.0,0.0,0.0,0.0,0,0,0,2,0,2,0.0,0.0,0.0,0.1667,0.0,1.0,0,2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,12.0,0.0,0.0,0.0,8.3333,30,0,4,0.0,0.6667,0.6667,0.3333,0.2222,-0.1111,0,1,0.0,0.0833,,,1,0.0833,1,0,0,4,0.0,0.3333,,HARDCODED_PATHS_AND_URLS,4,0.3333,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
