Commit_SHA,Parent_SHA,File_Path,File_Name,Tool,Status,Before_Security_Smell_Count,After_Security_Smell_Count,Before_Security_Smell_Density,After_Security_Smell_Density,Before_Security_Smell_Summary,After_Security_Smell_Summary,Before_HARDCODED_CREDENTIALS,Before_INSECURE_URLS,Before_WILDCARD_USAGE,Before_HARDCODED_PATHS_AND_URLS,Before_DEPRECATED_DEPENDENCIES,Before_OUTDATED_DEPENDENCIES,After_HARDCODED_CREDENTIALS,After_INSECURE_URLS,After_WILDCARD_USAGE,After_HARDCODED_PATHS_AND_URLS,After_DEPRECATED_DEPENDENCIES,After_OUTDATED_DEPENDENCIES
ae44501eee3ace9fd670d0e0a62d2ca076920c8b,7ae55f5a9ffb3e40b3f08382fa5f74c9693e06e9,build.xml,build.xml,Ant,modified,4,13,0.0286,0.0591,HARDCODED_PATHS_AND_URLS;INSECURE_URLS;WILDCARD_USAGE,HARDCODED_PATHS_AND_URLS;INSECURE_URLS;WILDCARD_USAGE,0,1,1,1,0,0,0,1,1,1,0,0
