Commit_SHA,Parent_SHA,File_Path,File_Name,Tool,Status,BLOC_Before,BLOC_After,Cyclomatic_Complexity_Before,Cyclomatic_Complexity_After,Normalized_CC_Before,Normalized_CC_After,Halstead_Volume_Before,Halstead_Volume_After,Normalized_HV_Before,Normalized_HV_After,Clone_Density_Before,Clone_Density_After,Maintainability_Smell_Count_Before,Maintainability_Smell_Count_After,Maintainability_Smell_Density_Before,Maintainability_Smell_Density_After,Maintainability_Smell_Summary_Before,Maintainability_Smell_Summary_After
3fb402dd59c6363f096717a9d2f27b5559886a97,117dc3182e481c725db167aacbe22f9f86d61a66,build.xml,build.xml,Ant,modified,1279,1279,99,101,0.0774,0.079,14944.74,14959.56,11.6847,11.6963,0.219,0.221,3,3,0.0023,0.0023,,
